id,question_id,category,sub_category,weight,question,choices,not_applicable_choice
161,DEB_E_23,DEB,"",1,Do you have a desire to eat when you are bored or restless?,"{""1"": ""Never"", ""2"": ""Seldom"", ""3"": ""Sometimes"", ""4"": ""Often"", ""5"": ""Very often""}",Not relevant
162,DEB_EX_24,DEB,"",1,"If food tastes good to you, do you eat more than usual?","{""1"": ""Never"", ""2"": ""Seldom"", ""3"": ""Sometimes"", ""4"": ""Often"", ""5"": ""Very often""}",
164,DEB_EX_26,DEB,"",1,"If you see or smell something delicious, do you have a desire to eat it?","{""1"": ""Never"", ""2"": ""Seldom"", ""3"": ""Sometimes"", ""4"": ""Often"", ""5"": ""Very often""}",
165,DEB_EX_27,DEB,"",1,"If you have something delicious to eat, do you eat it straight away?","{""1"": ""Never"", ""2"": ""Seldom"", ""3"": ""Sometimes"", ""4"": ""Often"", ""5"": ""Very often""}",
166,DEB_EX_28,DEB,"",1,If you walk past the baker do you have the desire to buy something delicious?,"{""1"": ""Never"", ""2"": ""Seldom"", ""3"": ""Sometimes"", ""4"": ""Often"", ""5"": ""Very often""}",
167,DEB_EX_29,DEB,"",1,"If you walk past a snackbar or a cafe, do you have the desire to buy something delicious?","{""1"": ""Never"", ""2"": ""Seldom"", ""3"": ""Sometimes"", ""4"": ""Often"", ""5"": ""Very often""}",
169,DEB_EX_31,DEB,"",1,Can you resist eating delicious foods?,"{""1"": ""Very often"", ""2"": ""Often"", ""3"": ""Sometimes"", ""4"": ""Seldom"", ""5"": ""Never""}",
170,DEB_EX_32,DEB,"",1,"Do you eat more than usual, when you see others eating?","{""1"": ""Never"", ""2"": ""Seldom"", ""3"": ""Sometimes"", ""4"": ""Often"", ""5"": ""Very often""}",
171,DEB_EX_33,DEB,"",1,When preparing a meal are you inclined to eat something?,"{""1"": ""Never"", ""2"": ""Seldom"", ""3"": ""Sometimes"", ""4"": ""Often"", ""5"": ""Very often""}",
172,SR_general_heading,SR,"",1,Sensitivity to Reward (SR),{},
173,SR_general_description,SR,"",1,"This questionnaire is about your sensitivity to reward. In other words, how strongly you react to rewards.",{},
174,SR_1,SR,"",1,Does the good prospect of obtaining money motivate you strongly to do some things?,"{""1"": ""Yes""}",No
175,SR_2,SR,"",1,"Are you frequently encouraged to act by the possibility of being valued in your work, in your studies, with your friends or with your family?","{""1"": ""Yes""}",No
176,SR_3,SR,"",1,Do you often meet people that you find physically attractive?,"{""1"": ""Yes""}",No
177,SR_4,SR,"",1,Do you like to take some drugs because of the pleasure you get from them?,"{""1"": ""Yes""}",No
178,SR_5,SR,"",1,Do you often do things to be praised?,"{""1"": ""Yes""}",No
179,SR_6,SR,"",1,Do you like being the centre of attention at a party or a social meeting?,"{""1"": ""Yes""}",No
180,SR_7,SR,"",1,Do you spend a lot of your time on obtaining a good image?,"{""1"": ""Yes""}",No
181,SR_8,SR,"",1,Do you need people to show their affection for you all the time?,"{""1"": ""Yes""}",No
182,SR_9,SR,"",1,"When you are in a group, do you try to make your opinions the most intelligent or the funniest?","{""1"": ""Yes""}",No
183,SR_10,SR,"",1,Do you often take the opportunity to pick up people you find attractive?,"{""1"": ""Yes""}",No
184,SR_11,SR,"",1,"As a child, did you do a lot of things to get people's approval?","{""1"": ""Yes""}",No
185,SR_12,SR,"",1,"Does the possibility of social advancement, move you to action, even if this involves not playing fair?","{""1"": ""Yes""}",No
186,SR_13,SR,"",1,Do you generally give preference to those activities that imply an immediate gain?,"{""1"": ""Yes""}",No
187,SR_14,SR,"",1,Do you often have trouble resisting the temptation of doing forbidden things?,"{""1"": ""Yes""}",No
188,SR_15,SR,"",1,Do you like to compete and do everything you can to win?,"{""1"": ""Yes""}",No
189,SR_16,SR,"",1,Is it easy for you to associate tastes and smells to very pleasant events?,"{""1"": ""Yes""}",No
190,SR_17,SR,"",1,Are there a large number of objects or sensations that remind you of pleasant events?,"{""1"": ""Yes""}",No
191,SR_18,SR,"",1,"When you start to play with a slot machine, is it often difficult for you to stop?","{""1"": ""Yes""}",No
192,SR_19,SR,"",1,Do you sometimes do things for quick gains?,"{""1"": ""Yes""}",No
193,SR_20,SR,"",1,Does your attention easily stray from your work in the presence of an attractive stranger?,"{""1"": ""Yes""}",No
194,SR_21,SR,"",1,Are you interested in money to the point of being able to do risky jobs?,"{""1"": ""Yes""}",No
195,SR_22,SR,"",1,Do you like to put competitive ingredients in all of your activities?,"{""1"": ""Yes""}",No
196,SR_23,SR,"",1,Would you like to be a socially powerful person?,"{""1"": ""Yes""}",No
197,SR_24,SR,"",1,Do you like displaying your physical abilities even though this may involve danger?,"{""1"": ""Yes""}",No
198,BAS_general_heading,BAS,"",1,Behavioural Activation (BAS),{},
199,BAS_general_description,BAS,"",1,"This questionnaire is about your behavioural activation. In other words, to figure out what needs to be done in order to trigger a behaviour change.",{},
200,BAS_1,BAS,"",1,"When I get something I want, I feel Excited and energized.","{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
201,BAS_2,BAS,"",1,When I'm doing well at something; I love to keep it.,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
202,BAS_3,BAS,"",1,"When good things happen to me, it affects me strongly.","{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
203,BAS_4,BAS,"",1,It would excite me to win a contest.,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
204,BAS_5,BAS,"",1,"When I see an opportunity for something I like, I get excited right away.","{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
206,BAS_7,BAS,"",1,I go out of my way to get things I want.,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
207,BAS_8,BAS,"",1,"If I see a chance to get something I want, I move on it right away.","{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
208,BAS_9,BAS,"",1,"When I go after something, I use a 'no holds barred' approach.","{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
209,BAS_10,BAS,"",1,I will often do things for no other reason than that they might be fun.,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
210,BAS_11,BAS,"",1,I crave excitement and new sensations.,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
211,BAS_12,BAS,"",1,I'm always willing to try something new if I think it will be fun.,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
212,BAS_13,BAS,"",1,I often act on the spur of the moment.,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
213,HEXAD_general_heading,HEXAD,"",1,User gaming profile type (HEXAD),{},
214,HEXAD_general_description,HEXAD,"",1,"This questionnaire is about your user gaming profile type. In other words, what motivates you to play games or to interact with game-like systems.",{},
205,BAS_6,BAS,"",1,"When I want something, I usually go all out to get it.","{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly Disagree""}",
215,HEXAD_1,HEXAD,Philanthropist,5,It makes me happy if I am able to help others.,"{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
216,HEXAD_2,HEXAD,Philanthropist,5,The well-being of others is important to me.,"{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
217,HEXAD_3,HEXAD,Socializer,5,I like being part of a team.,"{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
218,HEXAD_4,HEXAD,Socializer,5,I enjoy group activities.,"{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
219,HEXAD_5,HEXAD,Free Spirit,5,I like mastering difficult tasks.,"{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
220,HEXAD_6,HEXAD,Free Spirit,5,I enjoy emerging victorious out of difficult circumstances.,"{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
221,HEXAD_7,HEXAD,Achiever,5,Rewards are a great way to motivate me.,"{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
222,HEXAD_8,HEXAD,Achiever,5,"If the reward is sufficient, I will put in the effort.","{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
223,HEXAD_9,HEXAD,Disruptor,5,It is important to me to follow my own path.,"{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
224,HEXAD_10,HEXAD,Disruptor,5,Being independent is important to me.,"{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
225,HEXAD_11,HEXAD,Player,5,I see myself as a rebel.,"{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
226,HEXAD_12,HEXAD,Player,5,I dislike following rules.,"{""1"": ""Strongly Disagree"", ""2"": ""Disagree"", ""3"": ""Somewhat disagree"", ""4"": ""Neither agree nor disagree"", ""5"": ""Somewhat agree"", ""6"": ""Agree"", ""7"": ""Strongly agree""}",
227,BES_general_heading,BES,"",1,Binge eating scale (BES),{},
228,BES_general_description,BES,"",1,This questionnaire is about your binge eating behaviour.,{},
229,BES_general_question,BES,"",1,"Below are groups of statements about behavior, thoughts, and emotional states. Please indicate which statement in each group best describes how you feel.",{},
230,BES_1,BES,"",1,"","{""1"": ""I don\u2019t feel self-conscious about my weight or body size when I\u2019m with others."", ""2"": ""I feel concerned about how I look to others, but it normally does not make me feel disappointed with myself."", ""3"": ""I do get self-conscious about my appearance and weight which makes me feel disappointed in myself."", ""4"": ""I feel very self-conscious about my weight and frequently, I feel intense shame and disgust for myself. I try to avoid social contacts because of my self-consciousness.""}",
231,BES_2,BES,"",1,"","{""1"": ""I don\u2019t have any difficulty eating slowly in the proper manner."", ""2"": ""Although I seem to \u201cgobble down\u201d foods, I don\u2019t end up feeling stuffed because of eating too much."", ""3"": ""At times, I tend to eat quickly and then, I feel uncomfortably full afterwards."", ""4"": ""I have the habit of bolting down my food, without really chewing it. When this happens I usually feel uncomfortably stuffed because I\u2019ve eaten too much.""}",
232,BES_3,BES,"",1,"","{""1"": ""I feel capable to control my eating urges when I want to."", ""2"": ""I feel like I have failed to control my eating more than the average person."", ""3"": ""I feel utterly helpless when it comes to feeling in control of my eating urges."", ""4"": ""Because I feel so helpless about controlling my eating I have become very desperate about trying to get in control.""}",
233,BES_4,BES,"",1,"","{""1"": ""I don\u2019t have the habit of eating when I\u2019m bored."", ""2"": ""I sometimes eat when I\u2019m bored, but often I\u2019m able to \u201cget busy\u201d and get my mind off food."", ""3"": ""I have a regular habit of eating when I\u2019m bored, but occasionally, I can use some other activity to get my mind off eating."", ""4"": ""I have a strong habit of eating when I\u2019m bored. Nothing seems to help me break the habit.""}",
234,BES_5,BES,"",1,"","{""1"": ""I\u2019m usually physically hungry when I eat something."", ""2"": ""Occasionally, I eat something on impulse even though I really am not hungry."", ""3"": ""I have the regular habit of eating foods, that I might not really enjoy, to satisfy a hungry feeling even though physically, I don\u2019t need the food."", ""4"": ""Although I\u2019m not physically hungry, I get a hungry feeling in my mouth that only seems to be satisfied when I eat a food, like a sandwich, that fills my mouth. Sometimes, when I eat the food to satisfy my mouth hunger, I then spit the food out so I won\u2019t gain weight.""}",
235,BES_6,BES,"",1,"","{""1"": ""I don\u2019t feel any guilt or self-hate after I overeat."", ""2"": ""After I overeat, occasionally I feel guilt or self-hate."", ""3"": ""Almost all the time I experience strong guilt or self-hate after I overeat.""}",
236,BES_7,BES,"",1,"","{""1"": ""I don\u2019t lose total control of my eating when dieting even after periods when I overeat."", ""2"": ""Sometimes when I eat a \u201cforbidden food\u201d on a diet, I feel like I \u201cblew it\u201d and eat even more."", ""3"": ""Frequently, I have the habit of saying to myself, \u201cI\u2019ve blown it now, why not go all the way\u201d when I overeat on a diet. When that happens I eat even more."", ""4"": ""I have a regular habit of starting strict diets for myself, but I break the diets by going on an eating binge. My life seems to be either a \u201cfeast\u201d or \u201cfamine.\u201d""}",
237,BES_8,BES,"",1,"","{""1"": ""I rarely eat so much food that I feel uncomfortably stuffed afterwards."", ""2"": ""Usually about once a month, I eat such a quantity of food, I end up feeling very stuffed."", ""3"": ""I have regular periods during the month when I eat large amounts of food, either at mealtime or at snacks."", ""4"": ""I eat so much food that I regularly feel quite uncomfortable after eating and sometimes a bit nauseous.""}",
238,BES_9,BES,"",1,"","{""1"": ""My level of calorie intake does not go up very high or go down very low on a regular basis."", ""2"": ""Sometimes after I overeat, I will try to reduce my caloric intake to almost nothing to compensate for the excess calories I\u2019ve eaten."", ""3"": ""I have a regular habit of overeating during the night. It seems that my routine is not to be hungry in the morning but overeat in the evening."", ""4"": ""In my adult years, I have had week-long periods where I practically starve myself. This follows periods when I overeat. It seems I live a life of either \u201cfeast or famine.\u201d""}",
239,BES_10,BES,"",1,"","{""1"": ""I usually am able to stop eating when I want to. I know when \u201cenough is enough.\u201d"", ""2"": ""Every so often, I experience a compulsion to eat which I can\u2019t seem to control."", ""3"": ""Frequently, I experience strong urges to eat which I seem unable to control, but at other times I can control my eating urges."", ""4"": ""I feel incapable of controlling urges to eat. I have a fear of not being able to stop eating voluntarily.""}",
240,BES_11,BES,"",1,"","{""1"": ""I don\u2019t have any problem stopping eating when I feel full."", ""2"": ""I usually can stop eating when I feel full but occasionally overeat leaving me feeling uncomfortably stuffed."", ""3"": ""I have a problem stopping eating once I start and usually I feel uncomfortably stuffed after I eat a meal."", ""4"": ""Because I have a problem not being able to stop eating when I want, I sometimes have to induce vomiting to relieve my stuffed feeling.""}",
241,BES_12,BES,"",1,"","{""1"": ""I seem to eat just as much when I\u2019m with others (family, social gatherings) as when I\u2019m by myself."", ""2"": ""Sometimes, when I\u2019m with other persons, I don\u2019t eat as much as I want to eat because I\u2019m self-conscious about my eating."", ""3"": ""Frequently, I eat only a small amount of food when others are present, because I\u2019m very embarrassed about my eating."", ""4"": ""I feel so ashamed about overeating that I pick times to overeat when I know no one will see me. I feel like a \u201ccloset eater.\u201d""}",
242,BES_13,BES,"",1,"","{""1"": ""I eat three meals a day with only an occasional between meal snack."", ""2"": ""I eat 3 meals a day, but I also normally snack between meals."", ""3"": ""When I am snacking heavily, I get in the habit of skipping regular meals."", ""4"": ""There are regular periods when I seem to be continually eating, with no planned meals.""}",
243,BES_14,BES,"",1,"","{""1"": ""I don\u2019t think much about trying to control unwanted eating urges."", ""2"": ""At least some of the time, I feel my thoughts are pre-occupied with trying to control my eating urges."", ""3"": ""I feel that frequently I spend much time thinking about how much I ate or about trying not to eat anymore."", ""4"": ""It seems to me that most of my waking hours are pre-occupied by thoughts about eating or not eating. I feel like I\u2019m constantly struggling not to eat.""}",
244,BES_15,BES,"",1,"","{""1"": ""I don\u2019t think about food a great deal."", ""2"": ""I have strong cravings for food but they last only for brief periods of time."", ""3"": ""I have days when I can\u2019t seem to think about anything else but food."", ""4"": ""Most of my days seem to be pre-occupied with thoughts about food. I feel like I live to eat.""}",
245,BES_16,BES,"",1,"","{""1"": ""I usually know whether or not I\u2019m physically hungry. I take the right portion of food to satisfy me."", ""2"": ""Occasionally, I feel uncertain about knowing whether or not I\u2019m physically hungry. At these times it\u2019s hard to know how much food I should take to satisfy me."", ""3"": ""Even though I might know how many calories I should eat, I don\u2019t have any idea what is a \u201cnormal\u201d amount of food for me.""}",
246,M_general_heading,M,"",1,Motivation questions (M),{},
247,M_general_description,M,"",1,"This questionnaire is about your motivation. In other words, why you regulate what you eat.",{},
248,M_general_question,M,"",1,Why do you regulate what you eat?,{},
249,M_1,M,Intrinsic Motivation,5,It is fun to create meals that are good for my health,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
250,M_2,M,Intrinsic Motivation,3,I like to find new ways to create meals that are good for my health,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
251,M_3,M,Intrinsic Motivation,5,I take pleasure in fixing healthy meals,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
252,M_4,M,Intrinsic Motivation,7,For the satisfaction of eating healthy,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
253,M_5,M,Integrated Regulation,5,Eating healthy is an integral part of my life,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
254,M_6,M,Integrated Regulation,6,Eating healthy is part of the way I have chosen to live my life,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
255,M_7,M,Integrated Regulation,7,Regulating my eating behaviors has become a fundamental part of who I am,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
256,M_8,M,Integrated Regulation,3,Eating healthy is congruent with other important aspects of my life,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
257,M_9,M,Identified Regulation,2,I believe it will eventually allow me to feel better,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
258,M_10,M,Identified Regulation,1,I believe it’s a good thing I can do to feel better about myself in general,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
259,M_11,M,Identified Regulation,4,It is a good idea to try to regulate my eating behaviors,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
260,M_12,M,Identified Regulation,6,It is a way to ensure long-term health benefits,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
261,M_13,M,Introjected Regulation,3,I don’t want to be ashamed of how I look,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
262,M_14,M,Introjected Regulation,2,I feel I must absolutely be thin,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
263,M_15,M,Introjected Regulation,5,I would feel ashamed of myself if I was not eating healthy,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
264,M_16,M,Introjected Regulation,1,I would be humiliated I was not in control of my eating behaviors,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
265,M_17,M,External Regulation,1,Other people close to me insist that I do,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
266,M_18,M,External Regulation,1,Other people close to me will be upset if I don’t,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
267,M_19,M,External Regulation,6,People around me nag me to do it,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
268,M_20,M,External Regulation,7,It is expected of me,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
269,M_21,M,Amotivation,5,I don’t really know. I truly have the impression that I’m wasting my time trying to regulate my eating behaviors,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
270,M_22,M,Amotivation,4,I don’t know why I bother,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
271,M_23,M,Amotivation,3,I can’t really see what I’m getting out of it,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
272,M_24,M,Amotivation,2,I don’t know. I can’t see how my efforts to eat healthy are helping my health situation,"{""1"": ""Does not correspond at all"", ""2"": ""Corresponds very little"", ""3"": ""Corresponds a little"", ""4"": ""Corresponds moderately"", ""5"": ""Corresponds a bit"", ""6"": ""Corresponds a lot"", ""7"": ""Corresponds exactly""}",
273,FQ_general_heading,FQ,"",1,Food Quantity (FQ),{},
274,FQ_general_description,FQ,"",1,This question is about the quantity of your last meal.,{},
275,FQ_1,FQ,"",1,"What was the quantity? Please specify the unit (grams, plats, cups, ...)",{},
276,FT_general_heading,FT,"",1,Food Timing (FT),{},
277,FT_general_description,FT,"",1,Those questions are about the timing of your last meal.,{},
278,FT_1,FT,"",1,When did you eat it?,{},
279,FT_2,FT,"",1,How long did you eat?,{},
163,DEB_EX_25,DEB,"",1,"If food smells and looks good, do you eat more than usual?","{""1"": ""Never"", ""2"": ""Seldom"", ""3"": ""Sometimes"", ""4"": ""Often"", ""5"": ""Very often""}",
