id,date,duration,quantity,SFS,E,SAT,ENV,SENV,MT,CT,DIST,recipe_id,user_id,end_time,hour,meal_time,Breakfast,Lunch,Dinner,Snack
144,2023-11-13 20:00:00+00:00,5.0,1 piece,4.0,{},4.0,2.0,2.0,3.0,1.0,4.0,455261,6,2023-11-13 20:05:00+00:00,20.0,Dinner,0,0,1,0
145,2023-11-14 09:00:00+00:00,5.0,4 table spoons,5.0,{},5.0,2.0,1.0,1.0,3.0,1.0,166475,6,2023-11-14 09:05:00+00:00,9.0,Breakfast,1,0,0,0
146,2023-11-14 09:51:00+00:00,15.0,1,4.0,{},2.0,2.0,1.0,1.0,1.0,2.0,36843,4,2023-11-14 10:06:00+00:00,10.0,Breakfast,1,0,0,0
147,2023-11-13 14:00:00+00:00,15.0,1 Plate,3.0,{},5.0,2.0,2.0,2.0,1.0,4.0,472593,1,2023-11-13 14:15:00+00:00,14.0,Lunch,0,1,0,0
148,2023-11-14 10:02:00+00:00,15.0,1,3.0,{},2.0,2.0,1.0,3.0,1.0,1.0,351592,1,2023-11-14 10:17:00+00:00,10.0,Breakfast,1,0,0,0
149,2023-11-14 08:10:00+00:00,15.0,1,3.0,{},4.0,2.0,2.0,3.0,1.0,1.0,139420,1,2023-11-14 08:25:00+00:00,8.0,Breakfast,1,0,0,0
150,2023-11-14 13:00:00+00:00,15.0,400g,5.0,{},4.0,2.0,1.0,2.0,2.0,0.0,285540,16,2023-11-14 13:15:00+00:00,13.0,Lunch,0,1,0,0
151,2023-11-14 19:00:00+00:00,20.0,1 sandwich,3.0,{},5.0,2.0,2.0,3.0,1.0,1.0,477148,16,2023-11-14 19:20:00+00:00,19.0,Dinner,0,0,1,0
152,2023-11-14 20:20:00+00:00,10.0,1 apple,4.0,{},5.0,2.0,1.0,4.0,1.0,0.0,243537,16,2023-11-14 20:30:00+00:00,20.0,Dinner,0,0,1,0
153,2023-11-14 13:00:00+00:00,5.0,12 table spoons,3.0,{},5.0,2.0,1.0,2.0,1.0,1.0,187493,6,2023-11-14 13:05:00+00:00,13.0,Lunch,0,1,0,0
154,2023-11-14 17:00:00+00:00,5.0,2 pieces,5.0,{},5.0,2.0,1.0,3.0,1.0,1.0,46663,6,2023-11-14 17:05:00+00:00,17.0,Dinner,0,0,1,0
155,2023-11-14 14:00:00+00:00,15.0,300g,5.0,{},5.0,2.0,3.0,2.0,1.0,1.0,7598,25,2023-11-14 14:15:00+00:00,14.0,Lunch,0,1,0,0
156,2023-11-14 19:00:00+00:00,10.0,4 slices,4.0,{},4.0,2.0,3.0,3.0,3.0,1.0,296583,25,2023-11-14 19:10:00+00:00,19.0,Dinner,0,0,1,0
157,2023-11-14 19:15:00+00:00,7.0,1 piece,5.0,{},5.0,2.0,3.0,3.0,1.0,1.0,308701,25,2023-11-14 19:22:00+00:00,19.0,Dinner,0,0,1,0
158,2023-11-10 18:35:00+00:00,20.0,1 plate,5.0,{},5.0,2.0,2.0,3.0,1.0,4.0,94958,11,2023-11-10 18:55:00+00:00,18.0,Dinner,0,0,1,0
159,2023-11-09 18:35:00+00:00,15.0,1 plate,5.0,{},5.0,2.0,2.0,3.0,1.0,4.0,205530,11,2023-11-09 18:50:00+00:00,18.0,Dinner,0,0,1,0
160,2023-11-09 10:30:00+00:00,20.0,4 pieces,5.0,{},5.0,2.0,2.0,1.0,1.0,4.0,44021,11,2023-11-09 10:50:00+00:00,10.0,Breakfast,1,0,0,0
161,2023-11-10 10:40:00+00:00,20.0,4 pieces,5.0,{},5.0,2.0,2.0,1.0,1.0,4.0,260556,11,2023-11-10 11:00:00+00:00,11.0,Lunch,0,1,0,0
162,2023-11-11 11:44:00+00:00,25.0,,5.0,{},5.0,1.0,3.0,1.0,4.0,4.0,161406,11,2023-11-11 12:09:00+00:00,12.0,Lunch,0,1,0,0
163,2023-11-12 10:45:00+00:00,15.0,1 plate,5.0,{},5.0,2.0,1.0,1.0,1.0,1.0,489670,11,2023-11-12 11:00:00+00:00,11.0,Lunch,0,1,0,0
164,2023-11-13 10:46:00+00:00,15.0,2 pieces,5.0,{},5.0,2.0,1.0,1.0,1.0,1.0,383124,11,2023-11-13 11:01:00+00:00,11.0,Lunch,0,1,0,0
165,2023-11-14 10:49:00+00:00,20.0,1 piece,4.0,{},5.0,2.0,1.0,1.0,1.0,1.0,383124,11,2023-11-14 11:09:00+00:00,11.0,Lunch,0,1,0,0
166,2023-11-11 17:52:00+00:00,25.0,1 plate,5.0,{},5.0,2.0,2.0,3.0,1.0,4.0,331526,11,2023-11-11 18:17:00+00:00,18.0,Dinner,0,0,1,0
167,2023-11-12 18:53:00+00:00,25.0,1 plate,5.0,{},5.0,1.0,3.0,3.0,4.0,4.0,134587,11,2023-11-12 19:18:00+00:00,19.0,Dinner,0,0,1,0
168,2023-11-13 17:54:00+00:00,15.0,1 plate,3.0,{},5.0,2.0,1.0,3.0,2.0,1.0,96114,11,2023-11-13 18:09:00+00:00,18.0,Dinner,0,0,1,0
169,2023-11-14 18:40:00+00:00,30.0,1 plate,5.0,{},5.0,1.0,3.0,3.0,4.0,4.0,464665,11,2023-11-14 19:10:00+00:00,19.0,Dinner,0,0,1,0
170,2023-11-08 13:40:00+00:00,7.0,1 slice,4.0,{},5.0,2.0,1.0,4.0,1.0,1.0,80871,11,2023-11-08 13:47:00+00:00,13.0,Lunch,0,1,0,0
171,2023-11-09 14:02:00+00:00,20.0,3 pieces,5.0,{},5.0,2.0,1.0,4.0,1.0,3.0,359020,11,2023-11-09 14:22:00+00:00,14.0,Lunch,0,1,0,0
172,2023-11-10 20:15:00+00:00,15.0,1 plate,5.0,{},5.0,2.0,1.0,4.0,1.0,3.0,164297,11,2023-11-10 20:30:00+00:00,20.0,Dinner,0,0,1,0
173,2023-11-14 00:06:00+00:00,15.0,2 pieces,5.0,{},5.0,2.0,1.0,4.0,2.0,1.0,164834,11,2023-11-14 00:21:00+00:00,0.0,Snack,0,0,0,1
174,2023-11-13 09:20:00+00:00,6.0,2 piece,3.0,{},4.0,2.0,1.0,1.0,1.0,3.0,38333,3,2023-11-13 09:26:00+00:00,9.0,Breakfast,1,0,0,0
175,2023-11-13 20:00:00+00:00,10.0,A plate,4.0,{},5.0,1.0,3.0,3.0,0.0,4.0,501184,3,2023-11-13 20:10:00+00:00,20.0,Dinner,0,0,1,0
176,2023-11-14 19:30:00+00:00,10.0,,4.0,{},2.0,2.0,1.0,3.0,3.0,5.0,366980,3,2023-11-14 19:40:00+00:00,19.0,Dinner,0,0,1,0
177,2023-11-14 10:00:00+00:00,5.0,A plate,3.0,{},4.0,2.0,1.0,1.0,3.0,1.0,166475,3,2023-11-14 10:05:00+00:00,10.0,Breakfast,1,0,0,0
178,2023-11-13 12:00:00+00:00,6.0,A plate,3.0,{},5.0,2.0,2.0,2.0,1.0,4.0,352895,5,2023-11-13 12:06:00+00:00,12.0,Lunch,0,1,0,0
179,2023-11-13 18:00:00+00:00,12.0,Two plates,4.0,{},5.0,2.0,2.0,3.0,1.0,0.0,311082,5,2023-11-13 18:12:00+00:00,18.0,Dinner,0,0,1,0
180,2023-11-13 14:30:00+00:00,5.0,1 piece,3.0,{},3.0,5.0,3.0,4.0,3.0,4.0,80871,5,2023-11-13 14:35:00+00:00,14.0,Lunch,0,1,0,0
181,2023-11-14 18:00:00+00:00,15.0,2 plate,4.0,{},5.0,2.0,2.0,3.0,1.0,4.0,374951,5,2023-11-14 18:15:00+00:00,18.0,Dinner,0,0,1,0
182,2023-11-14 12:00:00+00:00,6.0,A plate,4.0,{},4.0,2.0,1.0,2.0,1.0,1.0,445478,5,2023-11-14 12:06:00+00:00,12.0,Lunch,0,1,0,0
183,2023-11-13 13:39:00+00:00,12.0,,4.0,{},3.0,3.0,4.0,3.0,4.0,4.0,131687,8,2023-11-13 13:51:00+00:00,13.0,Lunch,0,1,0,0
184,2023-11-13 19:30:00+00:00,10.0,,4.0,{},4.0,1.0,3.0,3.0,2.0,4.0,191210,8,2023-11-13 19:40:00+00:00,19.0,Dinner,0,0,1,0
185,2023-11-14 13:12:00+00:00,6.0,A plate,3.0,{},3.0,3.0,4.0,2.0,3.0,0.0,165500,8,2023-11-14 13:18:00+00:00,13.0,Lunch,0,1,0,0
186,2023-11-14 20:00:00+00:00,7.0,2 plate,4.0,{},4.0,2.0,2.0,3.0,1.0,1.0,329451,8,2023-11-14 20:07:00+00:00,20.0,Dinner,0,0,1,0
187,2023-11-13 21:00:00+00:00,10.0,2 piece,5.0,{},5.0,3.0,4.0,3.0,3.0,1.0,329394,14,2023-11-13 21:10:00+00:00,21.0,Snack,0,0,0,1
188,2023-11-13 13:00:00+00:00,6.0,A plate,4.0,{},4.0,2.0,2.0,2.0,1.0,4.0,87439,14,2023-11-13 13:06:00+00:00,13.0,Lunch,0,1,0,0
189,2023-11-15 08:00:00+00:00,10.0,8 table spoons,5.0,{},5.0,2.0,1.0,1.0,3.0,3.0,166475,6,2023-11-15 08:10:00+00:00,8.0,Breakfast,1,0,0,0
190,2023-11-15 08:00:00+00:00,10.0,1 piece,5.0,{},5.0,2.0,1.0,1.0,1.0,3.0,351592,6,2023-11-15 08:10:00+00:00,8.0,Breakfast,1,0,0,0
191,2023-11-14 10:30:00+00:00,7.0,2 piece,3.0,{},4.0,2.0,1.0,1.0,3.0,1.0,238042,14,2023-11-14 10:37:00+00:00,10.0,Breakfast,1,0,0,0
192,2023-11-14 20:00:00+00:00,8.0,Two plates,5.0,{},5.0,2.0,2.0,3.0,1.0,7.0,25559,14,2023-11-14 20:08:00+00:00,20.0,Dinner,0,0,1,0
193,2023-11-14 11:46:00+00:00,20.0,1,3.0,{},3.0,4.0,4.0,2.0,3.0,4.0,266342,4,2023-11-14 12:06:00+00:00,12.0,Lunch,0,1,0,0
194,2023-11-14 11:47:00+00:00,5.0,1,3.0,{},4.0,4.0,4.0,2.0,3.0,4.0,486653,4,2023-11-14 11:52:00+00:00,11.0,Lunch,0,1,0,0
195,2023-11-14 19:49:00+00:00,20.0,1,4.0,{},4.0,2.0,1.0,3.0,2.0,1.0,214944,4,2023-11-14 20:09:00+00:00,20.0,Dinner,0,0,1,0
196,2023-11-15 07:30:00+00:00,15.0,1,4.0,{},4.0,2.0,1.0,1.0,1.0,3.0,36843,4,2023-11-15 07:45:00+00:00,7.0,Breakfast,1,0,0,0
197,2023-11-15 11:53:00+00:00,20.0,1,4.0,{},2.0,4.0,4.0,2.0,3.0,4.0,468930,4,2023-11-15 12:13:00+00:00,12.0,Lunch,0,1,0,0
198,2023-11-14 12:15:00+00:00,15.0,1 plate,4.0,{},3.0,3.0,4.0,2.0,1.0,4.0,477148,18,2023-11-14 12:30:00+00:00,12.0,Lunch,0,1,0,0
199,2023-11-14 16:00:00+00:00,30.0,1 plate,5.0,{},4.0,2.0,2.0,2.0,1.0,4.0,174418,18,2023-11-14 16:30:00+00:00,16.0,Dinner,0,0,1,0
200,2023-11-15 16:00:00+00:00,30.0,4 pieces,4.0,{},4.0,2.0,2.0,2.0,1.0,4.0,412115,18,2023-11-15 16:30:00+00:00,16.0,Dinner,0,0,1,0
201,2023-11-15 19:00:00+00:00,20.0,6 pieces,4.0,{},4.0,2.0,3.0,3.0,1.0,4.0,412115,18,2023-11-15 19:20:00+00:00,19.0,Dinner,0,0,1,0
202,2023-11-15 13:00:00+00:00,30.0,1 plate,5.0,{},5.0,1.0,6.0,2.0,3.0,4.0,4623,16,2023-11-15 13:30:00+00:00,13.0,Lunch,0,1,0,0
203,2023-11-15 13:00:00+00:00,30.0,4 rolls,5.0,{},5.0,1.0,6.0,2.0,3.0,4.0,289895,16,2023-11-15 13:30:00+00:00,13.0,Lunch,0,1,0,0
204,2023-11-15 19:15:00+00:00,10.0,1 plate,3.0,{},5.0,2.0,2.0,3.0,1.0,6.0,347821,16,2023-11-15 19:25:00+00:00,19.0,Dinner,0,0,1,0
205,2023-11-15 19:45:00+00:00,5.0,150g,3.0,{},5.0,2.0,1.0,4.0,1.0,2.0,486653,16,2023-11-15 19:50:00+00:00,19.0,Dinner,0,0,1,0
206,2023-11-15 17:00:00+00:00,7.0,10 table spoons,5.0,{},4.0,2.0,1.0,2.0,1.0,1.0,187493,6,2023-11-15 17:07:00+00:00,17.0,Dinner,0,0,1,0
207,2023-11-15 14:00:00+00:00,7.0,1 piece,5.0,{},5.0,2.0,3.0,2.0,1.0,4.0,308701,25,2023-11-15 14:07:00+00:00,14.0,Lunch,0,1,0,0
208,2023-11-15 19:30:00+00:00,7.0,1 piece,5.0,{},5.0,2.0,3.0,3.0,1.0,1.0,308701,25,2023-11-15 19:37:00+00:00,19.0,Dinner,0,0,1,0
209,2023-11-15 13:30:00+00:00,10.0,2 slices,4.0,{},4.0,2.0,3.0,2.0,1.0,4.0,296583,25,2023-11-15 13:40:00+00:00,13.0,Lunch,0,1,0,0
210,2023-11-15 19:00:00+00:00,7.0,150g,4.0,{},5.0,2.0,3.0,3.0,1.0,1.0,114795,25,2023-11-15 19:07:00+00:00,19.0,Dinner,0,0,1,0
211,2023-11-15 19:00:00+00:00,7.0,100g,5.0,{},4.0,2.0,3.0,3.0,3.0,1.0,193131,25,2023-11-15 19:07:00+00:00,19.0,Dinner,0,0,1,0
212,2023-11-16 11:45:00+00:00,8.0,150g,5.0,{},3.0,4.0,4.0,2.0,3.0,4.0,464016,25,2023-11-16 11:53:00+00:00,11.0,Lunch,0,1,0,0
213,2023-11-16 11:45:00+00:00,7.0,150g,5.0,{},3.0,4.0,4.0,2.0,3.0,4.0,463829,25,2023-11-16 11:52:00+00:00,11.0,Lunch,0,1,0,0
214,2023-11-16 19:00:00+00:00,15.0,2 pieces,4.0,{},4.0,2.0,1.0,3.0,1.0,1.0,186596,18,2023-11-16 19:15:00+00:00,19.0,Dinner,0,0,1,0
215,2023-11-16 09:30:00+00:00,10.0,1 piece,3.0,{},3.0,3.0,4.0,2.0,1.0,4.0,351592,18,2023-11-16 09:40:00+00:00,9.0,Breakfast,1,0,0,0
216,2023-11-16 19:00:00+00:00,8.0,0.5 portion,4.0,{},5.0,2.0,3.0,3.0,1.0,1.0,328454,25,2023-11-16 19:08:00+00:00,19.0,Dinner,0,0,1,0
217,2023-11-16 19:30:00+00:00,7.0,1,5.0,{},5.0,2.0,3.0,3.0,1.0,1.0,308701,25,2023-11-16 19:37:00+00:00,19.0,Dinner,0,0,1,0
218,2023-11-16 12:50:00+00:00,15.0,200g,4.0,{},4.0,2.0,1.0,2.0,2.0,0.0,465882,16,2023-11-16 13:05:00+00:00,13.0,Lunch,0,1,0,0
219,2023-11-16 12:50:00+00:00,15.0,150g,4.0,{},3.0,2.0,1.0,2.0,2.0,0.0,200452,16,2023-11-16 13:05:00+00:00,13.0,Lunch,0,1,0,0
220,2023-11-16 19:30:00+00:00,10.0,200g,3.0,{},4.0,2.0,1.0,3.0,1.0,1.0,345738,16,2023-11-16 19:40:00+00:00,19.0,Dinner,0,0,1,0
221,2023-11-16 19:30:00+00:00,10.0,1 sandwiche,3.0,{},4.0,2.0,1.0,3.0,1.0,1.0,477148,16,2023-11-16 19:40:00+00:00,19.0,Dinner,0,0,1,0
222,2023-11-17 13:30:00+00:00,12.0,1.5 servings,5.0,{},5.0,2.0,3.0,2.0,1.0,1.0,298255,25,2023-11-17 13:42:00+00:00,13.0,Lunch,0,1,0,0
223,2023-11-17 19:10:00+00:00,7.0,3 slices,4.0,{},5.0,2.0,3.0,3.0,3.0,1.0,296583,25,2023-11-17 19:17:00+00:00,19.0,Dinner,0,0,1,0
224,2023-11-18 13:00:00+00:00,10.0,1.25 servings,5.0,{},4.0,2.0,3.0,2.0,1.0,1.0,17768,25,2023-11-18 13:10:00+00:00,13.0,Lunch,0,1,0,0
225,2023-11-18 18:00:00+00:00,10.0,1 serving,5.0,{},4.0,2.0,3.0,3.0,1.0,1.0,67797,25,2023-11-18 18:10:00+00:00,18.0,Dinner,0,0,1,0
226,2023-11-18 16:00:00+00:00,5.0,1 piece,5.0,{},5.0,2.0,3.0,4.0,1.0,6.0,308701,25,2023-11-18 16:05:00+00:00,16.0,Dinner,0,0,1,0
227,2023-11-17 14:00:00+00:00,20.0,300g,5.0,{},5.0,2.0,2.0,2.0,1.0,1.0,367975,16,2023-11-17 14:20:00+00:00,14.0,Lunch,0,1,0,0
228,2023-11-17 19:45:00+00:00,30.0,200g,5.0,{},3.0,1.0,6.0,3.0,3.0,4.0,373713,16,2023-11-17 20:15:00+00:00,20.0,Dinner,0,0,1,0
229,2023-11-17 19:45:00+00:00,30.0,150g,5.0,{},4.0,1.0,6.0,3.0,3.0,4.0,96114,16,2023-11-17 20:15:00+00:00,20.0,Dinner,0,0,1,0
230,2023-11-18 13:00:00+00:00,20.0,300g,5.0,{},3.0,2.0,2.0,2.0,2.0,0.0,230593,16,2023-11-18 13:20:00+00:00,13.0,Lunch,0,1,0,0
231,2023-11-18 19:02:00+00:00,10.0,200g,3.0,{},4.0,2.0,2.0,3.0,1.0,0.0,40284,16,2023-11-18 19:12:00+00:00,19.0,Dinner,0,0,1,0
232,2023-11-17 20:00:00+00:00,15.0,1 plate,3.0,{},2.0,2.0,3.0,3.0,1.0,4.0,461788,18,2023-11-17 20:15:00+00:00,20.0,Dinner,0,0,1,0
233,2023-11-19 13:00:00+00:00,7.0,300g,5.0,{},5.0,2.0,3.0,2.0,1.0,1.0,114795,25,2023-11-19 13:07:00+00:00,13.0,Lunch,0,1,0,0
234,2023-11-19 13:00:00+00:00,7.0,150g,5.0,{},5.0,2.0,3.0,2.0,3.0,1.0,193131,25,2023-11-19 13:07:00+00:00,13.0,Lunch,0,1,0,0
235,2023-11-19 16:30:00+00:00,5.0,1 piece,5.0,{},5.0,2.0,1.0,4.0,1.0,1.0,308701,25,2023-11-19 16:35:00+00:00,16.0,Dinner,0,0,1,0
236,2023-11-19 12:45:00+00:00,15.0,150g,5.0,{},5.0,3.0,4.0,2.0,1.0,4.0,450561,16,2023-11-19 13:00:00+00:00,13.0,Lunch,0,1,0,0
237,2023-11-20 15:45:00+00:00,15.0,2 plates,4.0,{},4.0,2.0,2.0,2.0,1.0,4.0,461788,18,2023-11-20 16:00:00+00:00,16.0,Dinner,0,0,1,0
238,2023-11-21 13:29:00+00:00,5.0,1 person,3.0,{},3.0,2.0,1.0,2.0,3.0,1.0,260370,19,2023-11-21 13:34:00+00:00,13.0,Lunch,0,1,0,0
239,2023-11-21 13:32:00+00:00,5.0,1 piece,3.0,{},3.0,2.0,1.0,2.0,3.0,1.0,491730,19,2023-11-21 13:37:00+00:00,13.0,Lunch,0,1,0,0
240,2023-11-19 19:00:00+00:00,10.0,200g,3.0,{},4.0,2.0,2.0,3.0,1.0,4.0,134163,16,2023-11-19 19:10:00+00:00,19.0,Dinner,0,0,1,0
241,2023-11-19 16:50:00+00:00,5.0,1 croissant,3.0,{},5.0,1.0,3.0,4.0,3.0,4.0,131472,16,2023-11-19 16:55:00+00:00,16.0,Dinner,0,0,1,0
242,2023-11-21 20:15:00+00:00,8.0,150g,1.0,{},4.0,2.0,3.0,3.0,1.0,4.0,260370,45,2023-11-21 20:23:00+00:00,20.0,Dinner,0,0,1,0
243,2023-11-21 17:00:00+00:00,30.0,1 plate,4.0,{},5.0,2.0,1.0,3.0,3.0,1.0,221041,18,2023-11-21 17:30:00+00:00,17.0,Dinner,0,0,1,0
244,2023-11-24 13:00:00+00:00,25.0,1 plate,4.0,{},4.0,2.0,2.0,2.0,1.0,4.0,412115,18,2023-11-24 13:25:00+00:00,13.0,Lunch,0,1,0,0
245,2023-11-24 20:15:00+00:00,20.0,2 pieces,4.0,{},3.0,2.0,1.0,3.0,1.0,1.0,351592,18,2023-11-24 20:35:00+00:00,20.0,Dinner,0,0,1,0
246,2023-11-24 20:00:00+00:00,45.0,1 plat of 4 pieces,5.0,{},5.0,1.0,3.0,3.0,4.0,4.0,216525,48,2023-11-24 20:45:00+00:00,20.0,Dinner,0,0,1,0
247,2023-11-25 10:00:00+00:00,30.0,1 plat,5.0,{},4.0,2.0,1.0,1.0,1.0,1.0,377502,48,2023-11-25 10:30:00+00:00,10.0,Breakfast,1,0,0,0
248,2023-11-25 15:00:00+00:00,30.0,1 plat,5.0,{},5.0,2.0,1.0,2.0,1.0,1.0,446472,48,2023-11-25 15:30:00+00:00,15.0,Dinner,0,0,1,0
249,2023-11-25 09:30:00+00:00,30.0,1 plat,5.0,{},5.0,2.0,1.0,3.0,1.0,1.0,446472,48,2023-11-25 10:00:00+00:00,10.0,Breakfast,1,0,0,0
250,2023-11-26 15:00:00+00:00,20.0,2 pieces,4.0,{},4.0,2.0,1.0,2.0,1.0,1.0,304796,48,2023-11-26 15:20:00+00:00,15.0,Dinner,0,0,1,0
251,2023-11-26 21:15:00+00:00,30.0,1 plat,4.0,{},4.0,2.0,1.0,3.0,1.0,1.0,446472,48,2023-11-26 21:45:00+00:00,21.0,Snack,0,0,0,1
252,2023-11-26 15:00:00+00:00,30.0,2 pieces,4.0,{},4.0,2.0,2.0,3.0,1.0,4.0,241570,18,2023-11-26 15:30:00+00:00,15.0,Dinner,0,0,1,0
253,2023-11-27 09:30:00+00:00,15.0,2 pieces,4.0,{},4.0,3.0,4.0,2.0,1.0,4.0,241570,18,2023-11-27 09:45:00+00:00,9.0,Breakfast,1,0,0,0
254,2023-11-13 11:00:00+00:00,50.0,250gr,5.0,{},5.0,2.0,3.0,1.0,4.0,4.0,228159,23,2023-11-13 11:50:00+00:00,11.0,Lunch,0,1,0,0
255,2023-11-13 17:00:00+00:00,15.0,1 plate,3.0,{},4.0,4.0,1.0,4.0,3.0,0.0,120281,23,2023-11-13 17:15:00+00:00,17.0,Dinner,0,0,1,0
256,2023-11-13 21:00:00+00:00,20.0,100gr,5.0,{},2.0,2.0,1.0,3.0,1.0,1.0,187493,23,2023-11-13 21:20:00+00:00,21.0,Snack,0,0,0,1
257,2023-11-14 09:00:00+00:00,20.0,2 sandwich,4.0,{},4.0,2.0,1.0,1.0,1.0,1.0,203040,23,2023-11-14 09:20:00+00:00,9.0,Breakfast,1,0,0,0
258,2023-11-14 15:00:00+00:00,15.0,3 waffles,3.0,{},5.0,4.0,1.0,4.0,3.0,0.0,437684,23,2023-11-14 15:15:00+00:00,15.0,Dinner,0,0,1,0
259,2023-11-14 20:05:00+00:00,20.0,80gr,5.0,{},4.0,2.0,1.0,3.0,1.0,1.0,331526,23,2023-11-14 20:25:00+00:00,20.0,Dinner,0,0,1,0
260,2023-11-15 09:30:00+00:00,15.0,2 sandwich,4.0,{},5.0,2.0,1.0,1.0,1.0,1.0,203040,23,2023-11-15 09:45:00+00:00,9.0,Breakfast,1,0,0,0
261,2023-11-15 14:00:00+00:00,10.0,2 piece,3.0,{},5.0,4.0,1.0,4.0,3.0,0.0,131472,23,2023-11-15 14:10:00+00:00,14.0,Lunch,0,1,0,0
262,2023-11-15 20:10:00+00:00,15.0,1 cup,3.0,{},2.0,2.0,1.0,3.0,1.0,1.0,445478,23,2023-11-15 20:25:00+00:00,20.0,Dinner,0,0,1,0
263,2023-11-16 09:10:00+00:00,20.0,2 sandwich,4.0,{},5.0,2.0,1.0,1.0,1.0,1.0,203040,23,2023-11-16 09:30:00+00:00,9.0,Breakfast,1,0,0,0
264,2023-11-16 14:10:00+00:00,10.0,2 piece,4.0,{},4.0,4.0,1.0,2.0,3.0,0.0,88556,23,2023-11-16 14:20:00+00:00,14.0,Lunch,0,1,0,0
265,2023-11-16 19:35:00+00:00,20.0,80gr,5.0,{},4.0,2.0,1.0,3.0,1.0,1.0,198237,23,2023-11-16 19:55:00+00:00,19.0,Dinner,0,0,1,0
266,2023-11-17 09:20:00+00:00,15.0,60gr,4.0,{},3.0,2.0,1.0,1.0,1.0,1.0,36843,23,2023-11-17 09:35:00+00:00,9.0,Breakfast,1,0,0,0
267,2023-11-28 17:17:00+00:00,0.0,3 donuts,,{},,,,,,,99381,23,2023-11-28 17:17:00+00:00,17.0,Dinner,0,0,1,0
268,2023-11-17 15:00:00+00:00,15.0,3 donuts,2.0,{},5.0,4.0,3.0,4.0,3.0,4.0,99381,23,2023-11-17 15:15:00+00:00,15.0,Dinner,0,0,1,0
269,2023-11-17 20:20:00+00:00,25.0,140gr,5.0,{},2.0,2.0,1.0,3.0,1.0,1.0,96114,23,2023-11-17 20:45:00+00:00,20.0,Dinner,0,0,1,0
270,2023-11-18 10:30:00+00:00,15.0,2 sandwich,4.0,{},5.0,2.0,1.0,1.0,1.0,1.0,203040,23,2023-11-18 10:45:00+00:00,10.0,Breakfast,1,0,0,0
271,2023-11-18 15:30:00+00:00,5.0,15gr,1.0,{},4.0,2.0,1.0,4.0,3.0,0.0,34821,23,2023-11-18 15:35:00+00:00,15.0,Dinner,0,0,1,0
272,2023-11-18 20:40:00+00:00,20.0,2 hamburgers,5.0,{},5.0,2.0,1.0,3.0,1.0,1.0,269592,23,2023-11-18 21:00:00+00:00,21.0,Snack,0,0,0,1
273,2023-11-19 09:20:00+00:00,15.0,2 sandwich,4.0,{},5.0,2.0,1.0,1.0,1.0,1.0,203040,23,2023-11-19 09:35:00+00:00,9.0,Breakfast,1,0,0,0
274,2023-11-19 14:30:00+00:00,15.0,130gr,3.0,{},4.0,2.0,1.0,2.0,1.0,1.0,402543,23,2023-11-19 14:45:00+00:00,14.0,Lunch,0,1,0,0
275,2023-11-19 19:30:00+00:00,20.0,150gr,5.0,{},5.0,2.0,1.0,3.0,1.0,1.0,205530,23,2023-11-19 19:50:00+00:00,19.0,Dinner,0,0,1,0
276,2023-11-28 20:00:00+00:00,,500,5.0,{},5.0,2.0,3.0,3.0,1.0,1.0,50606,24,,,Snack,0,0,0,1
277,2023-11-29 19:20:00+00:00,23.0,1 plate,4.0,{},2.0,2.0,1.0,3.0,1.0,1.0,331526,31,2023-11-29 19:43:00+00:00,19.0,Dinner,0,0,1,0
278,2023-11-27 13:16:00+00:00,10.0,1 plat,4.0,{},3.0,2.0,1.0,2.0,2.0,1.0,331526,59,2023-11-27 13:26:00+00:00,13.0,Lunch,0,1,0,0
279,2023-11-27 14:00:00+00:00,5.0,5 pieces,5.0,{},5.0,3.0,4.0,4.0,3.0,4.0,188825,59,2023-11-27 14:05:00+00:00,14.0,Lunch,0,1,0,0
280,2023-11-28 20:22:00+00:00,15.0,1 plats,5.0,{},5.0,2.0,2.0,3.0,1.0,1.0,296402,59,2023-11-28 20:37:00+00:00,20.0,Dinner,0,0,1,0
281,2023-11-24 13:24:00+00:00,20.0,1 plat,5.0,{},5.0,2.0,2.0,2.0,1.0,4.0,294672,59,2023-11-24 13:44:00+00:00,13.0,Lunch,0,1,0,0
282,2023-11-29 18:26:00+00:00,14.0,400 gram,3.0,{},4.0,2.0,1.0,4.0,3.0,6.0,402543,59,2023-11-29 18:40:00+00:00,18.0,Dinner,0,0,1,0
283,2023-11-30 06:12:00+00:00,10.0,100,4.0,{},5.0,2.0,2.0,1.0,3.0,2.0,299090,59,2023-11-30 06:22:00+00:00,6.0,Breakfast,1,0,0,0
284,2023-11-30 12:52:00+00:00,15.0,1 plat,5.0,{},3.0,2.0,1.0,2.0,1.0,1.0,187493,59,2023-11-30 13:07:00+00:00,13.0,Lunch,0,1,0,0
285,2023-11-30 11:54:00+00:00,10.0,1 plate,5.0,{},5.0,2.0,1.0,2.0,1.0,1.0,196624,21,2023-11-30 12:04:00+00:00,12.0,Lunch,0,1,0,0
286,2023-11-30 14:40:00+00:00,15.0,50015 min,5.0,{},5.0,2.0,1.0,2.0,1.0,0.0,378770,24,2023-11-30 14:55:00+00:00,14.0,Lunch,0,1,0,0
287,2023-11-30 08:15:00+00:00,5.0,150 grams,2.0,{},5.0,2.0,1.0,1.0,1.0,1.0,46113,47,2023-11-30 08:20:00+00:00,8.0,Breakfast,1,0,0,0
